track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Lyrics
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,"Bitch, I'm stylish
Glock tucked, big t-shirt, Billie Eilish
Watch on my wrist, but I want that in diamonds
Niggas talkin' crazy, when I pull up, it's silent
Mile high, run that shit back, bitch, I'm stylish
Glock tucked, big t-shirt, Billie Eilish
Watch on my wrist, but I want that in diamonds
Niggas talkin' crazy, when I pull up, it's silent
Mile high, fuck a first-class, I'm the pilot

Put it in perspective
Bitch, I got everything I wanted and some extra
I am not the type for turning into a detective (damn)
Got two of my own phones, barely even check 'em
Uber Eats the food, I don't call, I just text it
Cashed out on bail, my lil' bitch got arrested
Flexed out my Lexus, no backseats and no besties
I checked it, no guest list, so don't text me (Hold on)
Ayy, two pistols, thirties in the clip, these akimbos
Open hand, smack him in his mitt, bitch, I'm Kimbo
You be throwing cash in the strip
My lil' bitch suckin' dick for the free
I got a bitch, but a bitch ain't got me
I know she trip when I dip, so I creep
These bitches pillow talkin' 'bout me like I'm sleep
But she ain't know this Gen3 was in my motherfucking tee

Bitch, I'm stylish
Glock tucked, big t-shirt, Billie Eilish
Propped up, fucking it from the back on an island
Heard they talkin' crazy 'bout my name, now it's silent
Mile high, run that shit back-

Bitch, I'm stylish
Glock tucked, big t-shirt, Billie Eilish
Watch on my wrist, but I want that in diamonds
Niggas talkin' crazy, when I pull up, it's silent
Mile high, run that shit back, bitch, I'm stylish
Glock tucked, big t-shirt, Billie Eilish
Watch on my wrist, but I want that in diamonds
Niggas talkin' crazy, when I pull up, it's silent
Mile high, fuck a first-class, I'm the pilot"
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,"Hey lady, mi amor
Feliz cumpleaños
Maestro
Uh

Otra vez borracho, otra madrugada
Viendo mi cel pero tú no me escribes nada
Me acuerdo cuando tú y yo prendimos uno ahí en la ventana

Estaba escuchando los temas que yo te dediqué
Puro perreo explotando ese Bose, ey-yeh
Hoy salí con alguien dizque porque te olvidé

Pero la miro y me acuerdo de ti
No sé cómo explicarte lo que sentí
Salgo to' los días pa' la calle a ver si te veo por ahí
Yo todo intenso preguntando por vos
Te mando música por notas de voz
Y solo espero que si no vuelves conmigo
Siempre te cuide Dios

Pero la miro y me acuerdo de ti
No sé cómo explicarte lo que sentí
Salgo to' los días pa' la calle a ver si te veo por ahí
Yo todo intenso preguntando por vos
Te mando música por notas de voz
Y sólo espero que si no vuelves conmigo
Siempre te cuide Dios

Uh

Que falta me haces tan hijueputa
Cogiste otra ruta
Soltarte o no soltarte es mi disputa
Mi amor, el mal de amor ¿cómo se cura?
Me echaste como echaron de Philip Plein a La Segura

Bebé, esta noche ¿qué vas a hacer?
Te necesito ver
Yo solo quiero que me pienses
Estés dónde estes
Ya pasó más de un mes
Yo nunca la cague
Solo espero que me creas

Bebé, esta noche ¿qué vas a hacer?
Te necesito ver
Yo solo quiero que me pienses
Estés dónde estes
Ya paso más de un mes
Yo creí que te olvide

Pero la miro y me acuerdo de ti
No sé cómo explicarte lo que sentí
Salgo todos los días pa' la calle a ver si te veo por ahí
Yo todo intenso preguntando por vos
Te mando música por notas de voz
Y solo espero que si no vuelves conmigo
Siempre te cuide Dios

Pero la miro y me acuerdo de ti"
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,"Yeah, yeah, yeah, yeah, yeah, oh oh, ku lo...

So many reasons wey I wan dey for you my love (love)
Na you I want to retire with my love oh
See all the li ku ku things you do dey make me nono (nono, oh no!)
This distance is taking a hold of me for sure
Baby come

Ku lo sa
Omo I want make we dey... (ku lo sa)
Ah!
Girl I want make you... (ku lo sa)
Go lo lo
I for like make you... (pull over)
Oh, no
Ku lo sa oh
Omo I want make we dey... (ku lo sa)
Go lo lo
Girl I want make you... (ku lo sa)
Oh, no, no
I for like make you... (pull over)
Pull over, come on, pull over
Ku lo sa oh

Shebi na this kind of things wey dey make man see yawa (see yawa)
And me I understand say your dad no like me rara (me rara)
See me I want make you know say me dey for you guarra (guarantee oh)
And if na the price be that I for like to see yawa (see yawa)
I never trade you for nothing
(This love making me dey stunting)
This love making me dey [?]
(Without you I no fit do nothing)
Without you, without you
Omoge tell me what is up gaan, up gaan
(I never trade you for nothing)
I never trade you baby
(This love making me dey stunting)
This love making me dey stunting, no no (without you I no fit do nothing)
Omoge tell me what is up gaan

Ku lo sa oh
Omo I want make we dey dey... (ku lo sa)
Omo, girl I want make you... (ku lo sa)
Baby, I for like make you... (pull over)
Oh, baby, oh no, no
Ku lo sa
Omo I want make we dey... (ku lo sa)
Omo I want make we dey... (ku lo sa)
J'eka jo s'ere, make we play... (ku lo sa)
Eh, eh
Yeah, yeah, ku lo sa

Oh no, baby, oh no
You making my mind go loco
You make a younger boy go loco
You make a young boy go loco (ku lo sa)
Baby, oh no (see, I never trade you for nothing)
Baby, oh no (ku lo sa)
You make a young boy go loco (this love making me dey stunting, ku lo sa)
You make a young boy go loco (without you I no fit do nothing no, ku lo sa)
Eh le le, le le (ku lo sa)
See, I never trade you for nothing (ku lo sa)
This love making me dey stunting oh (ku lo sa)
Without you I no fit do nothing no (ku lo sa)
Omoge tell me what is up gaan
Ku lo sa oh"
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,"¿Por qué lo más rico siempre es prohibido?
¿Pa' qué tú estás con él, si quieres estar conmigo?
No soy maleante, pero contigo me la vivo
Corriendo motora y fumando al escondido
Si supiera' las loqueras que te escribo
Y que así me llames triste, baby, yo me activo
Los mejores polvos han sido contigo
Hasta los pana' me dicen que estoy desaparecido, yeah

Parce, era en el mismo cuarto, en el mismo hotel
Vamos a poner en modo avión el cel
Voy bajando, voy en la DT
Vamo' a tirarno' una foto para el TBT
Cincuenta y cinco en la muñeca
Me la engancho pa'l barrio y pa' la discoteca
Contigo es real, lo demás es feka
No copia de chavo' ni de camioneta'
Tú estás soñando conmigo y despertándote con él
Ni siquiera tienes mi nombre guardado en el cel
'Tá cabrón que solo yo sé cómo tocarte la piel
Si tú fuera' un carro, solo yo te sé correr

¿Por qué lo más rico siempre es prohibido?
¿Pa' qué tú estás con él, si quieres estar conmigo?
No soy maleante, pero contigo me la vivo
Corriendo motora y fumando al escondido
Si supiera' las loqueras que te escribo
Y que así me llames triste, baby, yo me activo
Los mejores polvos han sido contigo
Hasta los pana' me dicen que estoy desaparecido
¿Por qué lo más rico siempre es prohibido?
¿Pa' qué tú estás con él, si quieres estar conmigo?
No soy maleante, pero contigo me la vivo
Corriendo motora y fumando al escondido"
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,"Baby, you got something in ya nose
Sniffing that k
Did feel the hole?
Hope you find peace for yourself
New boyfriend ain't gon' fill the void
Do you even really like this track?
Take away the drugs
Would you feel the noise?
More and more you try to runaway
You fucking yourself
Do you feel the toy?

Uh, looking for a bitch 'cause I'm over boys
Would you be my girlfriend, baby?
Something turned me off
Smoking made me cough
'Cause I, I'm longing
For something secure
If you had to stunt your shining for your lover
Dump that fucker
Shooby-doo-doo-doo, doo-doo-doo
Shooby-doo-doo-doo, doo-doo-doo
Shooby-doo-doo-doo, doo-doo-doo
Shooby-doo-doo-doo, doo-doo-doo, mm"
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,"Come up to meet you, tell you I'm sorry
You don't know how lovely you are

I had to find you
Tell you I need you
Tell you I set you apart

Tell me your secrets
And ask me your questions
Oh, let's go back to the start

Running in circles
Coming up tails
Heads on a science apart

Nobody said it was easy
It's such a shame for us to part
Nobody said it was easy
No one ever said it would be this hard

Oh, take me back to the start

I was just guessing
At numbers and figures
Pulling the puzzles apart

Questions of science
Science and progress
Do not speak as loud as my heart

Tell me you love me
Come back and haunt me
Oh, and I rush to the start

Running in circles
Chasing our tails
Coming back as we are

Nobody said it was easy
Oh, it's such a shame for us to part
Nobody said it was easy
No one ever said it would be so hard

I'm going back to the start

Oh
Oh
Oh
Oh"
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,"Did I drive you away
I know what you'll say
You say, ""Oh, sing one you know""
But I promise you this
I'll always look out for you
Yeah that's what I'll do

I say, oh
I say, oh

My heart is yours
It's you that I hold on to
Yeah that's what I do
And I know I was wrong
But I won't let you down
(Oh yeah, oh yeah, oh yeah, I will, yes I will)

I say oh
I cry oh

Yeah I saw sparks
Yeah I saw sparks
And I saw sparks
Yeah I saw sparks

Sing it out

La, la, la, la, oh
La, la, la, la, oh
La, la, la, la, oh"
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23,"Yeat, Yeat, Yeat (Come on)
Man, this nigga on another world right now
They said, ah, niggas was gettin' tazed
Bitches was poppin' pussy by the front door
Niggas was throwin' chairs, everything was goin' down
Fifty-thousand people, Yeat concert, real twizzy shit
Real twizzy shit right here you guys don't know 'bout that

Jump out at the show, uh, jump out at the show
Had to change my flow, yeah, had to change the dro
Had to change my diamonds, yeah, they smackin' head to toe
Shhh, 'bout what you sayin', just shut up, let me go
Ridin' in that big, that lil' Tonka Truck
Ridin' 'round with these bust down watches on me, I got my blicky tucked
Head, number one up on these charts, bih', yeah, it's stuck or what?
A-a-all we do is just go number one
And I just brought in some M's, lil' bitch, it's the first of the month
Ridin' 'round, I'm in a Cayenne, lil' bitch, I'ma tear up the city, I'm afraid of the sun
I went in and painted the Benz, I'm switchin' shit up, I wanted it done by the Don
Hold on, my fans, my family, my cousin, my brother, my slime, my twizzy, my money
I don't give a fuck what you sayin', I don't listen to it, I don't want to hear about nothin'
In the whip, got two, yeah, Rolls Royce truck, yeah, what the Cullinan bought
I'm 'bout to bring this shit back and then wait from the top it's the top of the month
I'm 'bout to do it again, 'bout to do it again, 'bout to triple the sum

How you gon' talk to a rat?
How you gon' talk to the feds?
How you gon' talk to the shmeds?
How you gon' talk to the lead?
I don't give a fuck what you sayin', mmm
You already heard what I said, mmm
Yeah, I got big boy diamonds on me, yeah, I got big boy bread
And I don't give a fuck 'bout the coupe, yeah, I put the bitch on 10s, mmm
You don't even make no money and that don't make no sense
I destroyed the coupe, I'm bouta jump out again

Jump out at the show, uh, jump out at the show
Had to change my flow, yeah, had to change the dro
Had to change my diamonds, yeah, they smackin' head to toe
Shhh, 'bout what you sayin', just shut up, let me go
Ridin' in that big, that lil' Tonka Truck
Ridin' 'round with these bust down watches on me, I got my blicky tucked
Head, number one up on these charts, bih', yeah, it's stuck or what?
A-a-all we do is just go number one
And I just brought in some M's, lil' bitch, it's the first of the month
Ridin' 'round, I'm in a Cayenne, lil' bitch, I'ma tear up the city, I'm afraid of the sun
I went in and painted the Benz, I'm switchin' shit up, I wanted it done by the Don
Hold on, my fans, my family, my cousin, my brother, my slime, my twizzy, my money
I don't give a fuck what you sayin', I don't listen to it, I don't want to hear about nothin'
In the whip, got two, yeah, Rolls Royce truck, yeah, what the Cullinan bought
I'm 'bout to bring this shit back and then wait from the top it's the top of the month
I'm 'bout to do it again, 'bout to do it again, 'bout to triple the sum

How you gon' talk to a rat?
How you gon' talk to the feds?
How you gon' talk to the shmeds?
How you gon' talk to the lead?
I don't give a fuck what you sayin', mmm
You already heard what I said, mmm
Yeah, I got big boy diamonds on me, yeah, I got big boy bread
And I don't give a fuck 'bout the coupe, yeah, I put the bitch on 10s, mmm
You don't even make no money and that don't make no sense
I destroyed the coupe, I'm bouta jump out again"
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7,
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4,
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4,
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6,
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5,
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3,
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4,
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14,1,13,0,0,102,A,Major,84,43,75,5,0,6,8,
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18,"[Romanized:]

Why you think that 'bout nude
'Cause your view's so rude
Think outside the box
Then you'll like it

Hello my name is yeppi yeppiyo
Maltuneun meongcheonghan deut mommaen Sexy sexy-yo
Geureom daia bakin tiara hanae
Naega peogina utge peogina utge

Dwiteullyeobeorin rorellai Don't need no man
Cheolhage michin dokseogwang Self-made woman
Ssagajieomneun i Story-e muji hwangdanghan
Yayuhaneun gwangaekdeul You tricked me you're a liar

Ah balgabeotgyeojeo beorin Movie star
Ah byeolppichi kkaejeobeorin bam
Kkori bolpumeoptaedo manggajinda haedo
Dashin sarangbatji motandaedo

Yes I'm a nude
Nude ttattaratttara
Yes I'm a nude
Nude I don't give a love

Baby how do I look, how do I look
Arittaun nal ipgo ttattaratttara
Baby how do I look, how do I look
Arittaun nal ipgo ttattaratttara

(Ouch!)
Shillyehamnida yeogi gyeshin modu
Yahan jakpumeul gidaehasheottamyeon
Oh I'm sorry geuttan geon eopseoyo
Hwanbureun jeojjok daejungeun
Heungmi eomneun jeongbo
Geu papkoneul deonjeodo deomdeom
Haengbokkwa banbirye pyeongjeom
But my jeongjeom meottaero
Naen pyeongyeoneun tohal geo gatji

Ah balgabeotgyeojeo beorin Movie star
Ah deo bukkeureoul ge eomneun bam
Kkoli bolpumeoptaedo eojjeomyeon negedo
Dashin sarangbadji motandaedo

Yes I'm a nude
Nude ttattaratttara
Yes I'm a nude
Nude I don't give a love

Baby how do I look, how do I look
Arittaun nal ipgo ttattaratttara
Baby how do I look, how do I look
Arittaun nal ipgo ttattaratttara

Um ha um ha um ha um
Yes I'm a nude
Yes I'm a nude
Now I draw a luxury nude

Why you think that 'bout nude
'Cause your view's so rude
Think outside the box
Kkago malhae

Arittaun naye nudeu
Areumdaun naye nudeu
I'm born nude
Byeontaeneun neoya

Rude
Nude

[Korean:]

Why you think that 'bout nude
'Cause your view's so rude
Think outside the box
Then you'll like it

Hello my name is 예삐 예삐요
말투는 멍청한 듯 몸맨 Sexy sexy요
그럼 다이아 박힌 티아라 하나에
내가 퍽이나 웃게 퍽이나 웃게

뒤틀려버린 로렐라이 Don't need no man
철학에 미친 독서광 Self-made woman
싸가지없는 이 Story에 무지 황당한
야유하는 관객들 You tricked me you're a liar

Ah 발가벗겨져 버린 Movie star
Ah 별빛이 깨져버린 밤
꼴이 볼품없대도 망가진다 해도
다신 사랑받지 못한대도

Yes I'm a nude
Nude 따따랏따라
Yes I'm a nude
Nude I don't give a love

Baby how do I look, how do I look
아리따운 날 입고 따따랏따라
Baby how do I look, how do I look
아리따운 날 입고 따따랏따라

(Ouch!)
실례합니다 여기 계신 모두
야한 작품을 기대하셨다면
Oh I'm sorry 그딴 건 없어요
환불은 저쪽 대중은
흥미 없는 정보
그 팝콘을 던져도 덤덤
행복과 반비례 평점
But my 정점 멋대로
낸 편견은 토할 거 같지

Ah 발가벗겨져 버린 Movie star
Ah 더 부끄러울 게 없는 밤
꼴이 볼품없대도 어쩌면 네게도
다신 사랑받지 못한대도

Yes I'm a nude
Nude 따따랏따라
Yes I'm a nude
Nude I don't give a love

Baby how do I look, how do I look
아리따운 날 입고 따따랏따라
Baby how do I look, how do I look
아리따운 날 입고 따따랏따라

Um ha um ha um ha um
Yes I'm a nude
Yes I'm a nude
Now I draw a luxury nude

Why you think that 'bout nude
'Cause your view's so rude
Think outside the box
까고 말해

아리따운 나의 누드
아름다운 나의 누드
I'm born nude
변태는 너야

Rude
Nude

[English translation:]

Why you think that 'bout nude
'Cause your view's so rude
Think outside the box
Then you'll like it

Hello my name is Yeppi Yeppi
Slightly dumb the way I talk, but I've got sexy, sexy figure
Well, for a tiara with a diamond
Did you think I'd just laugh as if, laugh as if

Twisted Lorelei that Don't need no man
A bookworm obsessed with philosophy, a Self-made woman
Very flabbergasted by this sassy Story
Audience booing and shouting ""You tricked me you're a liar""

Ah an undressed Movie star
Ah a night of broken starlight
Even if I look tacky or fall apart
Even if I'm not loved anymore

Yes I'm a nude
Nude ttattaratttara
Yes I'm a nude
Nude I don't give a love

Baby how do I look, how do I look
Put on my beautiful self and ttattaratttara
Baby how do I look, how do I look
Put on my beautiful self and ttattaratttara

(Ouch!)
Excusez-moi, to all of you who are sitting here
If you were expecting some rated R show
Oh I'm sorry, but that's not what we're showing
For Refund, see that direction,
Whatever people say is not my interest
You're welcome to throw those popcorns
Rating is just the inverse of bliss
But my climax, I feel sick
Of those prejudice made by themselves

Ah an undressed Movie star
Ah no more shameless night
Even if I look tacky or perhaps to you
Even if I'm not loved anymore

Yes I'm a nude
Nude ttattaratttara
Yes I'm a nude
Nude I don't give a love

Baby how do I look, how do I look
Put on my beautiful self and ttattaratttara
Baby how do I look, how do I look
Put on my beautiful self and ttattaratttara

Um ha um ha um ha um
Yes I'm a nude
Yes I'm a nude
Now I draw a luxury nude

Why you think that 'bout nude
'Cause your view's so rude
Think outside the box
Speak out

My beautiful self
My beautiful self
I'm born nude
You've got a dirty mind

Rude
Nude"
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5,"Don't remind me
I'm mindin' my own damn business
Don't try to find me
I'm better left alone than in this
It doesn't surprise me
Do you really think that I could care?
If you really don't like me
Find somebody else, it could be anyone else out there

Don't fret
I don't ever wanna see you, and I never wanna meet you again
One thing
When you're angry, you're a jerk, and then you treat me like I'm worth nothin'
Don't fret
I don't ever wanna see you, and I never wanna meet you again
It'll happen again
I watch it happen over and over again
Don't fret
I don't ever wanna see you, and I never wanna meet you again
One thing
When you're angry, you're a jerk, and then you treat me like I'm worth nothin'

Don't remind me
I'm mindin' my own damn business
Don't try to find me
I'm better left alone than in this
It doesn't surprise me
Do you really think that I could care?
If you really don't like me
Find somebody else, it could be anyone else out there

Don't fret
I don't ever wanna see you, and I never wanna meet you again
One thing
When you're angry, you're a jerk, and then you treat me like I'm worth nothin'
Don't fret
I don't ever wanna see you, and I never wanna meet you again
It'll happen again
I watch it happen over and over again
Don't fret
I don't ever wanna see you, and I never wanna meet you again
One thing
When you're angry, you're a jerk, and then you treat me like I'm worth nothin'"
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11,
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,"You see tonight, it could go either way
Hearts balanced on a razor blade
We are designed to love and break
And to rinse and repeat it all again

I get stuck when the world's too loud
And things don't look up when you're going down
And I know your arms are reaching out
From somewhere beyond the clouds

You make me feel
Like my troubled heart is a million miles away
You make me feel
Like I'm drunk on stars and we're dancing out in the space
Celestial
Celestial

You see the light shinin' through the rain
A thousand colors in the brighter shade
Needed to rise from the lowest place
There's a silver lining that surrounds the gray

When I get lost will you come back around?
Things don't look up when you're going down
Know your arms are reaching out
From somewhere beyond the clouds

You make me feel
Like my troubled heart is a million miles away
You make me feel
Like I'm drunk on stars and we're dancing out in the space
Celestial
Celestial, ohh

We were made to be
Nothing more than this
Finding magic in all the smallest things
When we notice that's what really matters is
Make tonight go on and on and on

You make me feel
(We were made to be
Nothing more than this
Finding magic in all the smallest things)
You make me feel
(When we notice that's what really matters is)
You make me feel
Like my troubled heart is a million miles away
You make me feel
Like I'm drunk on stars and we're dancing out in the space
Celestial, ohh
Celestial, ohh
Celestial, ohh

We were made to be
Nothing more than this
Finding magic in all the smallest things
When we notice that's what really matters is
Make tonight go on and on and on
Celestial"
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10,"Typa girl that'll make you wanna dream (Shake, shake)
Typa girl that came straight off of the screen (Screen, screen)
Typa girl you wanna ice up, make me freeze (Ha, ha)
Typa girl you wanna wife up, sign the pre

I bring money to the table, not your dinner
Both my body and my bank account, good figure
Thinking 'bout me, but there's nothing to consider
If I let you in my circle, you a winner

Didn't know that you were cold 'til you felt my fire
Heaven's gate just opened up, hearing choirs
If you saying something else, you a liar

'Cause I'm that girl that drive you crazy, but you can't leave me alone
Got you thinking maybe, I went supernatural
Put you under spells or look into a crystal ball
I'm not like these other girls at all
I'm the typa girl that make you forget that you got a type
Type that make you love me when the only thing you done is like
I'm that typa girl, I'm that typa girl
I'm that typa girl, I'm that typa girl

Like du-du-dun, du-lu-lu-lun
Like du-du-dun, du-lu-lu-lun

Uh, I'm the type of girl that everybody type
Double tap, tap, tap what everybody like
You can check my stats, got everybody's eye
And I run them laps, 'round everybody's mind
All of these girls on some uppercase shit
That mean they all cap
Being the best at whatever I do
That's sounding on brand

Typa girl that you wish for when you blow that candle out
Typa girl that you wanna take back to your mama house
Typa girl that don't ask for what she wants, she's takin' out
Typa girl who got bag in same quality as Chanel

Now you know that you were cold 'cause you felt my fire
Heaven's gate just opened up, hearing choirs
If you saying something else, you a liar

'Cause I'm that girl that drive you crazy, but you can't leave me alone
Got you thinking maybe, I went supernatural
Put you under spells or look into a crystal ball
I'm not like these other girls at all
I'm the typa girl that make you forget that you got a type
Type that make you love me when the only thing you done is like
I'm that typa girl, I'm that typa girl
I'm that typa girl, I'm that typa girl

Like du-du-dun, du-lu-lu-lun
Like du-du-dun, du-lu-lu-lun"
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4,
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46,"Yeah, made it out the trenches, this type of life I can get used to
Number one on YouTube, private dinner in Malibu
Show you how to work your stick
Ain't nobody gon' handle you
Put you in a Phantom 'cause you my lil' boo
Ready for whatever, I tie up my boots
Everybody goin' the same route, so, I switched up my route
Niggas ain't be what they talkin' 'bout, so, I switched up my crew
Actin' like you love me knowin' it's flaw, so, I'm gon' fake it too
But, that's what I'm supposed to do
Aware of my surroundings, I don't fuck with y'all, don't come around me
""Baby switched up,"" how that sound? Like a nigga in his feelings
You can't name somethin' I did flaw, I'ma die and breed only the realest
I ain't never worry 'bout another nigga, so, in that case, I'm the biggest
I been trappin' all around the world, my pivots still ain't left the business
She got everything I want, ain't no need to fuck with these bitches
You can go and have a lil' fun, I ain't gon' trip, baby, I get it
Ain't bullshit in this game, wherever this plane land, I'm the littest nigga there
Turn your back on me, I ain't even care
If you need me, I'm still gon' be there
Tell me how the fuck is this shit fair
Switch on who? I went there
Fuck them too, I'm prepared
I run shit, get that clear
Heartbroke, can't drop no tears
Was what it was, is what it is

California breeze, take her out to eat
Stop at a lil' party
End up at the big house
I can 't fuck with shawty, 'cause she got a big mouth
Pull up in a 'Rarri, hop out like a big dawg
Get my shit together, feel like I done took two years out
Bookin' on my schedule, I ain't rich enough to chill out
I watched you turn sour, I don't know how to feel 'bout it
Shortly unfolded, but, I'm still solid

I'm still out here, still don't k know how to feel about it
Early in the mornin' talkin' to Marques 'bout it
Wonderin', ""Should I let it go, or, we beefin' 'bout it?""
Knowin' that I'll go cold on you for weeks about it
And it weren't that deep, but, that's just how it be with me
I can't lie, she be fuckin' me good, but, girl, you fuck me better
I'm not surprised that you stereotypin' to be a lil' guy
But, if I can have a second of yo' time, try to elevate yo' mind
We can crush 'em on every level, I'm tellin' you
I fell in love with generatin' revenue
I know they gon' try to push you from the top, so, I'm careful
I put niggas under my wing like they my nephew
I'ma give you every piece of game I got when I catch you
I'm just tryna let you feel the breeze with me (Yeah)

California breeze, take her out to eat
Stop at a lil' party
End up at the big house
I can 't fuck with shawty, 'cause she got a big mouth
Pull up in a 'Rarri, hop out like a big dawg
Get my shit together, feel like I done took two years out
Bookin' on my schedule, I ain't rich enough to chill out
I watched you turn sour, I don't know how to feel 'bout it
Shortly unfolded, but, I'm still solid

No, no, no, no
I'm supposed to be gone
But, shit, where I'm gon' go?
Tryna hold it in, I can't let this shit show
It can't be forced, it don't work, let it go
I try to tell you"
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36,
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44,
